Account,Link,Tenemos datos?,Fecha ultima actualización data ,similar a ,Followers,1ra Categoría,2da Categoría,3ra Categoría,ER,% Male,% Female,M 13-17,M 18-24,M 25-34,M 35-44,M 45-54,M 55-64,"M ""+65""",F 13-17,F 18-24,F 25-34,F 35-44,F 45-54,F 55-64,"F ""+65""",Argentina,Other,CPM historico,Tiene Fee Plataforma?,REPRESENTANTE,Nombre Perfil
unblogderecetas,https://www.instagram.com/unblogderecetas,Si,19/12/19,thehealthyblogger,221000,Foodie,Healthy,,0.01,0.09,0.91,0.01,0.14,0.32,0.29,0.13,0.04,0.07,0.00,0.14,0.38,0.28,0.13,0.05,0.02,0.72,0.28,0,,,
unpocodenash,https://www.instagram.com/unpocodenash,Si,14/4/20,,74780,Foodie,,,0.02,0.18,0.82,0.01,0.20,0.56,0.17,0.04,0.01,0.01,0.01,0.29,0.52,0.12,0.04,0.01,0.01,0.80,.,,,,
valendiazz1 TK,https://www.instagram.com/valendiazz1 TK,No,11/8/2019,fedebrisko,1300000,Foodie,,,0.03,0.42,0.58,0.01,0.31,0.45,0.14,0.04,0.01,0.04,0.01,0.27,0.38,0.18,0.09,0.03,0.04,0.84,0.16,,,,
valentinasalezzi,https://www.instagram.com/valentinasalezzi,Si,8/1/2018,,371000,Foodie,model,Native digital,0.01,0.31,0.69,0.04,0.30,0.42,0.17,0.05,0.01,0.01,0.05,0.40,0.40,0.10,0.03,0.01,0.01,0.79,0.21,0,no,si,si
valentinasalezzi TK,https://www.instagram.com/valentinasalezzi TK,No,2/8/2022,valentinasalezzi,91000,Foodie,model,Native digital,0.00,0.31,0.69,0.04,0.30,0.42,0.17,0.05,0.01,0.01,0.05,0.40,0.40,0.10,0.03,0.01,0.01,0.79,0.21,,,,
valentingrimaldi,https://www.instagram.com/valentingrimaldi,No,1/16/2019,elgordococina,223000,Foodie,,,0.02,0.25,0.75,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.78,0.22,0,,,
valentinodiaz1,https://www.instagram.com/valentinodiaz1,No,24/9/2020,valendiazz1,163000,Foodie,,,0.13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
valeriagamper,https://www.instagram.com/valeriagamper,No,7/5/2020,chefpacoalmeida,5130,Foodie,,,0.05,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
valerlich,https://www.instagram.com/valerlich,No,8/8/2022,elgordococina,41333,Foodie,,,0.02,0.25,0.75,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.78,0.22,,,,
valuramallo,https://www.instagram.com/valuramallo,Si,4/1/2018,,484000,foodie,,,0.02,0.10,0.90,0.01,0.34,0.41,0.15,0.07,0.01,0.01,0.01,0.38,0.35,0.15,0.10,0.01,0.00,0.87,0.13,0,si,no,no
vegana.arg,https://www.instagram.com/vegana.arg,No,8/8/2022,veganfitfluencer,108003,Foodie,Healthy,,0.03,0.09,0.91,0.03,0.25,0.43,0.19,0.07,0.02,0.01,0.02,0.29,0.42,0.18,0.06,0.02,0.01,0.73,0.27,,,,
veganfitfluencer,https://www.instagram.com/veganfitfluencer,Si,6/11/2019,,76500,Foodie,Healthy,,0.01,0.09,0.91,0.03,0.25,0.43,0.19,0.07,0.02,0.01,0.02,0.29,0.42,0.18,0.06,0.02,0.01,0.73,0.27,0,,,
veganfox.goodburger,https://www.instagram.com/veganfox.goodburger,No,8/8/2022,caroglutenfree,38087,Foodie,Healthy,,0.02,0.11,0.89,0.01,0.14,0.37,0.28,0.13,0.05,0.02,#N/A,0.12,0.38,0.29,0.14,0.05,#N/A,0.82,0.18,,,,
veganinfluencer,https://www.instagram.com/veganinfluencer,No,4/10/2019,veganfitfluencer,57400,Foodie,Healthy,,0.02,0.09,0.91,0.03,0.25,0.43,0.19,0.07,0.02,0.01,0.02,0.29,0.42,0.18,0.06,0.02,0.01,0.73,0.27,0,,,
veganoporaccidente.arg,https://www.instagram.com/veganoporaccidente.arg,No,4/10/2019,veganfitfluencer,193616,Foodie,,,0.02,0.09,0.91,0.03,0.25,0.43,0.19,0.07,0.02,0.01,0.02,0.29,0.42,0.18,0.06,0.02,0.01,0.73,0.27,0,,,
verdeyconsciente,https://www.instagram.com/verdeyconsciente,No,4/2/2020,integralnutricion,24200,Foodie,,,0.03,0.10,0.90,0.01,0.22,0.45,0.20,0.08,0.03,0.01,0.01,0.25,0.43,0.19,0.08,0.03,0.01,0.83,0.17,,,,
vicachaval,https://www.instagram.com/vicachaval,No,7/10/2019,julianalopezmay,21100,Foodie,,,0.01,0.18,0.82,0.00,0.06,0.29,0.37,0.18,0.07,0.03,0.00,0.06,0.29,0.37,0.18,0.07,0.03,0.81,0.19,,,,
virginia_sar,https://www.instagram.com/virginia_sar,No,4/2/2019,inutilisimas,52615,Foodie,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
virginiademariarecetas CH,https://www.instagram.com/virginiademariarecetas CH,No,28/11/2018,ignaciaa_antonia CH,312000,Foodie,,,0.01,0.07,0.93,0.05,0.44,0.27,0.12,0.08,0.02,0.02,0.07,0.41,0.29,0.14,0.06,0.01,0.02,0.83,0.17,,,,
wellnessxnutricion,https://www.instagram.com/wellnessxnutricion,No,28/11/2018,thehealthyblogger,24500,Foodie,Healthy,,0.02,0.09,0.91,0.01,0.22,0.45,0.20,0.08,0.03,0.01,0.01,0.25,0.43,0.19,0.08,0.03,0.01,0.83,0.17,,,,
ximena_saenz,https://www.instagram.com/ximena_saenz,Si,8/10/2019,,505000,Foodie,,,0.01,0.18,0.82,0.00,0.10,0.40,0.33,0.12,0.03,0.02,0.00,0.10,0.40,0.30,0.12,0.06,0.02,0.93,0.07,0,,,
zambicooking,https://www.instagram.com/zambicooking,No,6/7/2022,kulinaria.recetas,128000,Foodie,,,0.01,0.17,0.83,0.03,0.23,0.42,0.19,0.09,0.03,0.01,0.03,0.28,0.37,0.17,0.09,0.04,0.02,0.69,0.31,,,,
acubrignone,https://www.instagram.com/acubrignone,No,12/28/2018,juanchiroisman,11400,Fotografo,,,0.04,0.36,0.64,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.75,0.25,,,,
adrimontaldovera,https://www.instagram.com/adrimontaldovera,Si,6/6/2019,,47452,Fotografo,Moms,LifeStyle,0.02,0.42,0.58,0.03,0.33,0.39,0.16,0.05,0.02,0.02,0.03,0.34,0.44,0.13,0.04,0.01,0.01,0.33,0.67,0,,,
anitathomasph,https://www.instagram.com/anitathomasph,No,1/10/2019,manuvialeok,234000,Fotografo,,,0.05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
arianuchis,https://www.instagram.com/arianuchis,No,2/11/2018,m.j.fotografia,289000,Fotografo,,,0.03,0.20,0.80,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.78,0.22,,,,
azulrossetti,https://www.instagram.com/azulrossetti,No,16/12/2019,m.j.fotografia,16800,Fotografo,,,0.06,0.20,0.80,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.78,0.22,,,,
buenosaires.ar,https://www.instagram.com/buenosaires.ar,Si,12/22/2021,,467000,Fotografo,Adventure,,0.02,0.36,0.64,0.01,0.13,0.45,0.26,0.10,0.04,0.02,0.00,0.13,0.42,0.26,0.11,0.05,0.02,0.94,0.06,,,,
ciskorumi,https://www.instagram.com/ciskorumi,No,27/08/19,elniniocamo,12300,Fotografo,,,0.04,0.48,0.52,0.04,0.35,0.38,0.14,0.05,0.02,0.02,0.04,0.37,0.41,0.12,0.04,0.01,0.01,0.16,0.84,,,,
claritacao,https://www.instagram.com/claritacao,Si,12/14/2021,,67400,Fotografo,,,0.04,0.31,0.69,0.02,0.26,0.50,0.16,0.04,0.01,0.01,0.02,0.32,0.48,0.12,0.04,0.01,0.01,0.77,0.23,0,,,
claritacao TK,https://www.tiktok.com/@claritacao,No,30/07/20,claritacao,1235,Fotografo,,,0.01,0.31,0.69,0.02,0.26,0.50,0.16,0.04,0.01,0.01,0.02,0.32,0.48,0.12,0.04,0.01,0.01,0.77,0.23,0,,,
conidietrich,https://www.instagram.com/conidietrich,Si,4/20/2018,,55000,fotografo,,,0.02,0.17,0.83,0.02,0.18,0.42,0.27,0.07,0.02,0.02,0.02,0.26,0.47,0.19,0.04,0.01,0.01,0.82,0.18,0,,,
danielasalcedo22,https://www.instagram.com/danielasalcedo22,No,3/27/2019,catcourreges,339000,Fotografo,LifeStyle,,0.03,0.12,0.88,0.01,0.17,0.43,0.24,0.11,0.02,0.02,0.00,0.16,0.52,0.20,0.08,0.03,0.01,0.11,0.89,0,,,
derioi,https://www.instagram.com/derioi,No,6/13/2019,m.j.fotografia,84900,Fotografo,,,0.01,0.20,0.80,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.78,0.22,,,,
dohnkoland,https://www.instagram.com/dohnkoland,Si,11/8/2018,m.j.fotografia,133000,Fotografo,,,0.01,0.20,0.80,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.78,0.22,0,,,
emablom,https://www.instagram.com/emablom,Si,22/10/20,,20300,Fotografo,,,0.05,0.42,0.58,0.01,0.27,0.47,0.18,0.05,0.01,0.01,0.01,0.34,0.45,0.13,0.05,0.01,0.01,0.80,0.20,,,,
exploradorr,https://www.instagram.com/exploradorr/?hl=es,No,9/29/2021,jeropokle,44300,Fotografo,,,0.02,0.40,0.60,0.02,0.30,0.45,0.16,0.05,0.01,0.01,0.02,0.31,0.46,0.14,0.05,0.01,0.01,0.70,0.30,,,,
fcao,https://www.instagram.com/fcao,No,27/08/19,m.j.fotografia,12000,Fotografo,,,0.05,0.20,0.80,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.78,0.22,,,,
fer.otero,https://www.instagram.com/fer.otero,Si,2/4/2022,,107848,Fotografo,,,0.11,0.19,0.81,0.00,0.23,0.54,0.16,0.02,0.00,0.05,0.00,0.24,0.55,0.14,0.03,0.00,0.04,0.92,0.08,,,,
franco.capotosti,https://www.instagram.com/franco.capotosti,Si,28/07/20,,10300,Fotografo,,,0.02,0.27,0.73,0.01,0.28,0.47,0.14,0.04,0.01,0.05,0.01,0.42,0.41,0.09,0.03,0.00,0.04,0.93,0.07,,,,
francopagliotto,https://www.instagram.com/francopagliotto,No,12/28/2018,juanchiroisman,10900,Fotografo,,,0.05,0.36,0.64,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.75,0.25,,,,
gaston_luna,https://www.instagram.com/gaston_luna,No,1/24/2019,m.j.fotografia,75700,Fotografo,,,0.09,0.20,0.80,0.01,0.14,0.60,0.19,0.03,0.02,0.01,0.01,0.24,0.57,0.12,0.04,0.01,0.01,0.78,0.22,0,,,
gongranja,https://www.instagram.com/gongranja,No,2/9/2020,buenosaires.ar,42755,Fotografo,,,"9,02%",0.36,0.64,0.01,0.13,0.45,0.26,0.10,0.04,0.01,0.00,0.13,0.42,0.26,0.11,0.05,0.03,0.94,0.06,,,,
jeropokle,https://www.instagram.com/jeropokle,No,4/22/2019,diegoweisz,42600,Fotografo,,,0.02,0.40,0.60,0.02,0.30,0.45,0.16,0.05,0.01,0.01,0.02,0.31,0.46,0.14,0.05,0.01,0.01,0.70,0.30,0,,,
joacoiribarne,https://www.instagram.com/joacoiribarne,Si,23/10/20,,14200,Fotografo,Model,,0.11,0.21,0.79,0.02,0.40,0.43,0.09,0.04,0.01,0.01,0.02,0.53,0.35,0.06,0.03,0.01,0.01,0.85,0.15,,,,
joaquinaldaz,https://www.instagram.com/joaquinaldaz,No,12/28/2018,juanchiroisman,39500,Fotografo,,,0.03,0.36,0.64,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.75,0.25,,,,
juanchiamargo UY,https://www.instagram.com/juanchiamargo UY,No,21/7/2020,diegomacielgarese,21600,Fotografo,,,0.05,0.49,0.51,0.15,0.38,0.33,"9,2%","3,6%","1,1%",0.14,0.11,0.36,0.32,0.12,"5,2%","1,5%",0.09,0.51,0.49,,,,
juanchiroisman,https://www.instagram.com/juanchiroisman,Parcial,12/22/2021,dohnkoland,37900,Fotografo,,,0.03,0.36,0.64,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.75,0.25,0,,,
lasfotosdebenja,https://www.instagram.com/lasfotosdebenja,No,2/24/2022,ferminbo,397000,Fotografo,,,0.11,0.34,0.66,0.06,0.41,0.38,0.09,0.04,0.01,0.01,0.07,0.43,0.32,0.10,0.05,0.01,0.02,0.92,0.08,,,,
lasfotosdebenja Tk,https://www.instagram.com/lasfotosdebenja Tk,No,2/24/2022,ferminbo,940300,Fotografo,,,0.02,0.34,0.66,0.06,0.41,0.38,0.09,0.04,0.01,0.01,0.07,0.43,0.32,0.10,0.05,0.01,0.02,0.92,0.08,,,,
loligortari,https://www.instagram.com/loligortari,Si,24/09/20,,391000,Fotografo,Adventure,,0.04,0.20,0.80,0.05,0.32,0.37,0.16,0.07,0.02,0.01,0.08,0.44,0.33,0.09,0.03,0.00,0.00,0.60,0.35,0,,,
luciamagliano_,https://www.instagram.com/luciamagliano_,No,21/7/2020,carogloodo UY,48500,Fotografo,,,0.05,0.14,0.86,0.02,0.18,0.38,0.24,0.12,0.05,0.01,0.01,0.32,0.47,0.12,0.05,0.02,0.01,0.97,,,,,
lucila.godoy,https://www.instagram.com/lucila.godoy,Si,6/10/2019,,34011,Fotografo,Moms,Foodie,0.01,0.53,0.47,0.03,0.29,0.40,0.18,0.06,0.02,0.02,0.03,0.30,0.41,0.18,0.05,0.02,0.01,0.24,#REF!,0,,,
lupebuedo,https://www.instagram.com/lupebuedo,No,26/12/2019,conidietrich,8415,Fotografo,,,0.01,0.17,0.83,0.02,0.18,0.42,0.27,0.07,0.02,0.02,0.02,0.26,0.47,0.19,0.04,0.01,0.01,0.82,0.18,,,,
martindeiuliis,https://www.instagram.com/martindeiuliis,Si,23/10/20,,60900,Fotografo,,,0.02,0.53,0.47,0.01,0.24,0.49,0.20,0.05,0.01,0.01,0.01,0.23,0.48,0.19,0.01,0.02,0.01,0.91,0.09,,,,
martubanca,https://www.instagram.com/martubanca,No,10/24/2018,valuramallo,5199,Fotografo,Deco,Moms,0.09,0.10,0.90,0.01,0.34,0.41,0.15,0.07,0.01,0.01,0.01,0.38,0.35,0.15,0.10,0.01,0.00,0.87,0.13,0,,,
natalioemmi,https://www.instagram.com/natalioemmi,Si,22/07/20,,14700,Fotografo,,,0.03,0.28,0.72,0.11,0.28,0.40,0.12,0.04,0.01,0.04,0.14,0.38,0.32,0.09,0.03,0.00,0.04,0.49,0.51,,,,
paupaturzo,https://www.instagram.com/paupaturzo,Si,27/07/20,,6967,Fotografo,,,0.03,0.38,0.62,0.00,0.27,0.53,0.14,0.03,0.00,0.03,0.00,0.42,0.43,0.08,0.03,0.00,0.04,0.94,0.06,,,,
sofihansen,https://www.instagram.com/sofihansen,No,27/8/19,lucia_celasco,21800,Fotografo,,,0.02,0.19,0.81,0.01,0.19,0.46,0.24,0.07,0.02,0.01,0.01,0.19,0.49,0.21,0.07,0.02,0.01,0.88,0.12,,,,
szuccardi,https://www.instagram.com/szuccardi,No,12/28/2018,juanchiroisman,29100,Fotografo,,,0.03,0.36,0.64,0.04,0.46,0.33,0.10,0.05,0.01,0.01,0.07,0.54,0.27,0.07,0.03,0.01,0.01,0.75,0.25,,,,
tomomedina,https://www.instagram.com/tomomedina/?hl=es-la,No,10/4/2021,franco.capotosti,12700,Fotografo,,,0.04,0.27,0.73,0.01,0.28,0.47,0.14,0.04,0.01,0.05,0.01,0.42,0.41,0.09,0.03,0.00,0.04,0.60,0.40,,,,
agusbobx,https://www.instagram.com/agusbobx,No,,sevenkayne,80423,Gamer,,,0.28,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.53,0.47,,,,
agusbobx TK,https://www.instagram.com/agusbobx TK,No,,agusbobx,68600,Gamer,,,0.01,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.53,0.47,,,,
bgiulietti TK,https://www.instagram.com/bgiulietti TK,No,,bgiulietti,23900,Gamer,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
elaracnido,https://www.instagram.com/elaracnido,No,12/21/2018,sevenkayne,42900,Gamer,,,0.18,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.52,,,,,
elaracnido Twitch,https://www.instagram.com/elaracnido Twitch,No,12/21/2018,elaracnido,9100,Gamer,,,0.01,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.52,,,,,
german.usinger TK,https://www.instagram.com/german.usinger TK,No,2/8/2022,sevenkayne,162400,Gamer,,,0.12,0.55,0.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.70,0.30,,,,
germanusinger,https://www.instagram.com/germanusinger,No,2/8/2022,sevenkayne,359000,Gamer,,,0.26,0.55,0.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.70,0.30,,,,
luquitarodrigue,https://www.instagram.com/luquitarodrigue,Parcial,2/24/2022,miguegrana,408000,Gamer,,,0.06,0.88,0.12,0.02,0.28,0.47,0.17,0.04,0.01,0.01,0.02,0.23,0.49,0.19,0.05,0.01,0.01,0.91,0.09,,,,
luquitarodrigue TK,https://www.instagram.com/luquitarodrigue TK,No,2/8/2022,luquitarodrigue,130300,Gamer,,,0.11,0.88,0.12,0.02,0.28,0.47,0.17,0.04,0.01,0.01,0.02,0.23,0.49,0.19,0.05,0.01,0.01,0.91,0.09,,,,
manudons,https://www.instagram.com/manudons,Parcial,5/4/2022,gonchobanzas,77500,Gamer,,,0.10,0.17,0.83,0.06,0.41,0.42,0.08,0.02,0.00,0.01,0.05,0.41,0.43,0.08,0.03,0.01,0.01,0.90,0.10,,,,
manudons1 TK,https://www.tiktok.com/@manudons1,No,5/4/2022,manudons,693300,Gamer,,,0.05,0.24,0.76,0.06,0.41,0.42,0.08,0.02,0.00,0.01,0.05,0.41,0.43,0.08,0.03,0.01,0.01,0.69,0.31,,,,
ngrafo,https://www.instagram.com/ngrafo,No,8/2/2022,sevenkayne,175716,Gamer,,,0.22,0.60,0.40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.50,,,,,
nicolasodetti,https://www.instagram.com/nicolasodetti,No,12/21/2018,sevenkayne,962000,Gamer,,,0.14,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.50,,,,,
oscurlod twitch,https://www.instagram.com/oscurlod twitch,No,12/21/2018,nicolasodetti,411900,Gamer,,,0.01,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.50,,,,,
sevenkayne,https://www.instagram.com/sevenkayne,No,12/21/2018,sebawainraichok,1400000,Gamer,,,0.09,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.53,,,,,
sevenkayne twitch,https://www.instagram.com/sevenkayne twitch,No,12/21/2018,sevenkayne,168900,Gamer,,,0.01,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.53,,,,,
zzk.7,https://www.instagram.com/zzk.7,No,12/21/2018,nicolasodetti,356000,Gamer,,,0.19,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.90,,,,,
zzk.7 twitch,https://www.instagram.com/zzk.7 twitch,No,12/21/2018,zzk.7,332500,Gamer,,,0.01,0.44,0.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.90,,,,,
mami_sin_gluten_,https://www.instagram.com/mami_sin_gluten_,No,28/11/2018,chantalabad,106000,gourmandsconhambre.ba,,,0.01,0.14,0.86,0.02,0.20,0.42,0.25,0.08,0.02,0.01,0.01,0.25,0.43,0.21,0.07,0.02,0.01,0.94,0.06,,,,
Agusazcuy,https://www.instagram.com/Agusazcuy,No,12/26/2018,maipistiner,51100,Healthy,,,0.01,0.14,0.86,0.01,0.19,0.45,0.24,0.08,0.02,0.01,0.01,0.29,0.48,0.15,0.05,0.01,0.01,0.88,0.12,,,,
being.healthyy,https://www.instagram.com/being.healthyy,No,11/13/2018,thehealthyblogger,230000,Healthy,Foodie,,0.01,0.09,0.91,0.01,0.22,0.45,0.20,0.08,0.03,0.01,0.01,0.25,0.43,0.19,0.08,0.03,0.01,0.83,0.17,0,,,
belupueri,https://www.instagram.com/belupueri,No,12/21/2018,evabargiela,45100,Healthy,,,0.03,0.06,0.94,0.04,0.40,0.37,0.12,0.05,0.01,0.01,0.08,0.46,0.32,0.09,0.03,0.01,0.01,0.85,0.15,,,,
catadepalleja UY,https://www.instagram.com/catadepalleja UY,No,21/08/20,patiwolf UY,185000,Healthy,,,0.02,0.20,0.80,0.03,0.30,0.42,0.17,0.05,0.01,0.02,0.06,0.48,0.32,0.09,0.04,0.01,0.01,0.57,,,,,
ceci_sanabria,https://www.instagram.com/ceci_sanabria,No,20/04/20,inutilisimas,31600,Healthy,,,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.86,0.14,,,,
dafneschilling,https://www.instagram.com/dafneschilling,Si,4/20/2018,,148000,healthy,fitness,deporte,0.02,0.09,0.91,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.84,0.16,0,,,
doctorespalmieri,https://www.instagram.com/doctorespalmieri,No,26/10/20,guilleardohain,13800,Healthy,,,0.01,0.16,0.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.60,0.40,,,,
dra.vanig,https://www.instagram.com/dra.vanig,Si,15/10/2020,,33900,Healthy,,,0.01,0.05,0.95,"0,4%",0.11,0.41,0.29,0.13,"3,9%",0.02,"0,2%","9,5%",0.41,0.35,"9,8%","2,9%","1,1%",0.85,0.15,,si,no,no
flormnutri,https://www.instagram.com/flormnutri,No,6/7/2021,mery.caporale,27700,Healthy,Foodie,,0.03,0.07,0.93,0.01,0.19,0.44,0.22,0.09,0.03,0.02,0.00,0.20,0.45,0.22,0.09,0.03,0.01,0.83,0.17,,,,
gineconline,https://www.instagram.com/gineconline,No,10/2/2020,dra.leisamolinari,438000,Healthy,,,0.03,0.06,0.94,0.00,0.16,0.40,0.27,0.08,0.03,0.06,0.00,0.18,0.45,0.23,0.07,0.02,0.05,0.90,0.10,,,,
indiabuselli,https://www.instagram.com/indiabuselli,No,10/2/2020,conidietrich,110410,Healthy,,,0.02,0.17,0.83,0.02,0.18,0.42,0.27,0.07,0.02,0.02,0.02,0.26,0.47,0.19,0.04,0.01,0.01,0.82,0.18,,,,
indiabuselli TK,https://www.instagram.com/indiabuselli TK,No,,indiabuselli,1238,Healthy,,,2.18,0.17,0.83,0.02,0.18,0.42,0.27,0.07,0.02,0.02,0.02,0.26,0.47,0.19,0.04,0.01,0.01,0.82,0.18,,,,
integralnutricion,https://www.instagram.com/integralnutricion,Si,15/5/19,,1000000,healthy,,,0.01,0.10,0.90,0.01,0.22,0.45,0.20,0.08,0.03,0.01,0.01,0.25,0.43,0.19,0.08,0.03,0.01,0.83,0.17,0,si,no,no
laurafazionutricionista UY,https://www.instagram.com/laurafazionutricionista UY,No,21/08/20,tamara.tarrio,17700,Healthy,,,0.04,0.83,0.17,0.00,0.11,0.35,0.35,0.15,0.03,0.01,0.02,0.14,0.35,0.31,0.13,0.03,0.02,0.90,,,,,
luligomezcenturion,https://www.instagram.com/luligomezcenturion,Si,12/20/2021,,200000,Healthy,Salud,LifeStyle,0.03,0.07,0.93,0.01,0.18,0.45,0.24,0.08,0.01,0.03,0.01,0.20,0.47,0.21,0.06,0.01,0.04,0.92,0.08,,,,
mar.vegan,https://www.instagram.com/mar.vegan,Si,29/03/2020,,20908,Healthy,Foodie,,0.02,0.10,0.90,0.01,0.21,0.47,0.21,0.07,0.02,0.01,0.02,0.31,0.41,0.17,0.06,0.02,0.01,0.78,0.22,0,,,
marinaborensztein,https://www.instagram.com/marinaborensztein,No,16/12/2019,thehealthyblogger,101000,Healthy,,,0.01,0.09,0.91,0.01,0.22,0.45,0.20,0.08,0.03,0.01,0.01,0.25,0.43,0.19,0.08,0.03,0.01,0.83,0.17,,,,
mery.caporale,https://www.instagram.com/mery.caporale,Si,14/4/20,integralnutricion,265000,Healthy,,,0.01,0.07,0.93,0.01,0.19,0.44,0.22,0.09,0.03,0.02,0.00,0.20,0.45,0.22,0.09,0.03,0.01,0.83,0.17,,,,
merybernardioficial UY,https://www.instagram.com/merybernardioficial UY,No,21/08/20,belnavadian,24200,Healthy,,,0.02,0.83,0.17,0.03,0.30,0.42,0.17,0.05,0.01,0.02,0.06,0.48,0.32,0.09,0.04,0.01,0.01,0.43,,,,,
monicasdure.pediatra TK,https://www.instagram.com/monicasdure.pediatra TK,No,6/13/2018,,161800,Healthy,,,0.01,0.11,0.89,0.04,0.28,0.42,0.18,0.06,0.01,0.01,0.04,0.33,0.47,0.12,0.03,0.01,0.00,0.85,0.15,,,,
nopausaig,https://www.instagram.com/nopausaig,No,4/2/2020,dra.leisamolinari,19000,Healthy,,,0.01,0.06,0.94,0.00,0.16,0.40,0.27,0.08,0.03,0.06,0.00,0.18,0.45,0.23,0.07,0.02,0.05,0.90,0.10,,,,
nutricion.rosario,https://www.instagram.com/nutricion.rosario,No,6/7/2021,mery.caporale,197000,Healthy,Foodie,,0.01,0.07,0.93,0.01,0.19,0.44,0.22,0.09,0.03,0.02,0.00,0.20,0.45,0.22,0.09,0.03,0.01,0.83,0.17,,,,
